,company,edu,experience,gzxz,kind,number,place,pourtime,require,salary,url,zhiwei
235,阿里巴巴集团 ,本科,3-5年,全职,其他,若干 ,杭州,15天前,"运营支撑与决策平台团队的使命是实现阿里经济体的IDC、网络和服务器等基础设施整个运营领域的全面产品化支撑，建设成世界一流的互联网基础设施运营决策平台，最终实现“用机器运营机器”的智能化运营愿景。 DCOS(Data Center Operating System)负责集团资源(物理机、虚拟机等)预算管理、资源额度控制、资源计量计费、财务对外运营商对账、对内BU出账单对账、资源申领、交付、服务器重启、售后等业务。  岗位描述：1、支持全集团各BU(包括阿里云)对资源(物理机、虚拟机等)的预算管理，预算转资源需求的额度管控，统一管控全集团对资源(物理机、虚拟机等)需求的变更，统计全集团对资源(物理机、虚拟机、网络等)、DB、中间件使用产生的计量计费、根据计量计费数据支持财务对外运营商对账、对内各BU对账，根据成本数据建立成本分析模型和定价模型，指导业务预算制定的更加准确，指导定价更加合理。成本核算更加透明。最终形成需求分析和设计方案，并落地实施； 2、具备独立完成技术方案和编码实现的能力，具备一定的业务规划能力，能站在产品和运营的角度去设计系统； 3、胜任核心系统负责人角色，优化并持续改进现有系统的架构，不断提高稳定性和扩展性； 4、充分利用阿里系内部工具和系统，与负责的系统相融合，提升开发效率；岗位要求：1. 至少3年以上Java相关开发经验，有大型互联网公司或大型IT企业开发经验； 2. 熟悉Spring、Spring MVC、Spring Boot、MyBatis 、ReactJs 等开源框架及其相关技术体系，深入理解其运行原理，具有全栈开发经验； 3. 具备扎实的数据库基础，精通MySQL，Redis，Hbase等并拥有实际项目经验； 4. 熟悉分布式编程技术，RPC框架，MQ消息中间件，Docker虚拟化等； 5. 熟悉Spark、hadoop等大数据处理开源框架，深入理解其运行原理；有实际项目经验优先； 6. 具有出色的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，具备良好的项目管理能力； 7. 技术视野开阔，对技术有热情，学习能力好； 8. 性格开朗，善于沟通； 9. 有大型网站架构经验者优先；有大数据分析、算法开发、财务系统开发经验者优先；

工作地址：

                            浙江-杭州
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/000127917287165.htm,基础设施事业群-DCOS开发工程师(职位编号：GP042611)
236,阿里巴巴集团 ,本科,3-5年,全职,其他,若干 ,杭州,15天前,"岗位描述：1.根据淘宝卖家、商品、内容的成交、属性、特性进行数据建模，完成预测、分类、聚类，搭建搜索的意图图谱体系。 2.对淘宝搜索数据建模，服务产品、运营、算法三位一体项目，实现淘宝搜索导购智能推荐。 3.通过自然语言处理、深度学习技术对淘宝商品、商家、内容进行标签提取，形成标签系统。岗位要求:1. 具备丰富的数据挖掘、机器学习 、自然语言处理、推荐系统等相关领域的实践或研究经验，最好有顶级论文、或代表性工作成果，拥有海量数据处理经验者优先；?2. 统计学、计算机科学、数学等相关专业硕士以上学历优先； 3. 熟练使用Python/C++/java/shell语言等其中一种语言优先； 4. 具有良好的技术洞察力、商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题

工作地址：

                            浙江-杭州
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/000127917287719.htm,搜索事业部-算法专家(职位编号：GP043871)
237,阿里巴巴集团 ,本科,3-5年,全职,产品运营,若干 ,杭州,15天前,"1、制定大数据驱动商业升级相关产品的整体运营策略和计划，负责大数据驱动商业相关产品，和商业端小二的对接沟通、数据分析、产品反馈等日常运营工作2、连接商业和技术，能将商业的诉求转变成搜索可执行落地的方案，同时将搜索的大数据算法能力形成产品化支持商业的升级3、从日常的行业沟通和需求对接过程中，挖掘出大数据算法的应用场景和行业解决方向，促进智能商业业务整体发展1. 具备独立思考能力和分析问题能力，具有敏锐的洞察力和商业判断力，思路清晰，缜密2. 出色的沟通能力，有团队合作精神，并能整合多方力量达成业务目标?3. 良好的大数据分析和逻辑判断能力，对商业和技术融合方面有较好的敏感度?4. 乐观，积极主动，热爱大数据、人工智能的行业5. 对算法能力、人工智能有一定的工作经验
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287651.htm,搜索事业部-产品运营专家-杭州(职位编号：GP044063)
238,阿里巴巴集团 ,本科,3-5年,全职,其他,若干 ,杭州,15天前,"岗位描述:1. 从事菜鸟网络快递业务商家端产品设计与研发工作。2. 深入快递业务，从消费者、商家、电商平台和快递合作伙伴多个角色出发，充分使用数据分析手段发掘提升快递时效和服务的增长点，在产品设计阶段以量化分析与行业专家的专业经验组成驱动业务发展的双引擎。3. 建设商家端的物流管理平台，以管理物流服务为中心，连接天猫／淘宝、第三方开发者、快递合作伙伴，打造物流服务线上线下的产品闭环。岗位要求：1. 计算机科学、数理统计专业本科及以上学历。2. 3年以上互联网，或知名物流企业、物流软件提供商的开发工作经验。3. Java技术栈扎实，有良好的系统设计理念，软件工程思维。有全栈和DevOps经验优先。4. 具备数据分析能力，逻辑思维强，善于用科学的方法定义目标，采取行动，验证结果，持续优化。5. 优异的跨团队协作能力。

工作地址：

                            浙江-杭州
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/000127917287793.htm,菜鸟-Java技术栈资深开发工程师&技术专家(职位编号：GP044064)
239,阿里巴巴集团 ,本科,3-5年,全职,运营主管/专员,若干 ,杭州,15天前,"1、利用阿里体系内的多维数据（身份信息，用户行为，关系，交易等），负责用户身份认证风险分析，发现虚假认证的特征，建立互联网虚假身份识别的判断标准； 2、根据风险分析特征，制定完善的防控策略体系，对各场景下的虚假认证等非实人风险进行精细化识别及多样化处置，对准确率和覆盖率负责； 利用数据化运营思维，监测风险变化，对策略及时进行优化 3、联合业务、产品、技术等不同团队优化风控体系，探索未来实人认证统一身份证管理模式下的防控体系建设。1、3年或以上互联网领域工作经验，有风险防控丰富经验 2、具备良好数据分析能力，能熟练使用一种或多种分析工具，如sql, SAS,SPSS,MATLAB等; 3、有项目管理经验，优秀的团队合作意识，有产品运营思维 4、对互联网身份认证行业有了解，具备相应从业经验者优先
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917283158.htm,安全部-资深风控策略运营专员/专家(职位编号：GP031919)
240,阿里巴巴集团 ,本科,5-10年,全职,网络运营管理,若干 ,杭州,15天前,"1、 负责商家的销售和运营提升：通过商家日常运营监控和沟通、数据分析等，协调营销活动资源，帮助商家实现销售增长目标；运用商家/平台运营经验，通过产品/规则/培训等体系化方式培育商家成长，提升商家的运营能力； 2、 跟进品牌的策略发展，从平台角度分析市场商品供给和消费者行为规律，从品牌结构、销售模式、利润结构、市场规模等方面帮助商家一对一分析，支持商家在整体生意链路上的发展； 3、 对商家分类/分层管理，根据不同分类/分层的商家制定不同的运营策略及计划； 4、 负责制定商圈整体的策略发展和跟进，包括年度规划、招商计划、运营计划等； 5、 整合单品牌营销事件，一方面推动线上线下资源整合，一方面推动商家新的零售模式和市场推广亮点，实现共赢。 6、理解并随着整体行业业务的发展，能横向跨部门完成项目合作，并拿到结果。1、5年以上电商或服饰行业经验，熟悉服装品牌公司内部的运作和流程，能以生意者的角度去经营和看待品牌的发展； 2、熟悉商品运营以及供应链管理；有较强的货品分析能力，对服装流行趋势有一定认知与解读； 3、有数据分析及挖掘能力，善于抓重点；能熟练使用各种办公软件进行经营分析；有数据建模能力更佳； 4、熟悉女装行业市场，熟悉国际品牌运作模式，对线上线下市场行情以及消费者有敏锐的洞察和分析力；具备基本的营销策划能力； 5、具备成熟的商务谈判经验，具备良好的英语沟通能力，出色的沟通能力和团队合作精神； 6、逻辑思维能力强，善于总结经验沉淀方法论；有体系化运作能力以及创新意识； 7、具备较好的项目管理能力和推动力，善于整合资源，有一定的组织协调能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/00012791790284332000.htm,天猫-女装KA商家运营专家-杭州(职位编号：GP020940)
241,阿里巴巴集团 ,本科,3-5年,全职,运营主管/专员,若干 ,杭州,15天前,"1、熟悉平台产品运作，通过挖掘用户需求、分析竞品优劣势，结合数据分析与产品策略，提出合理运营计划并予以调整实施； 2、与相关行业的运营同学合作，在内容，商品，服务等方面整合资源，共同推动平台运营计划落地，并持续优化用户体验；。 3、针对产品功能和用户需求，开展用户运营，对挖掘用户喜好和拉新促活负责，制定用户运营方案； 4、消费者活跃度运营，刺激消费者浏览、互动等多种内容消费行为，对消费者活跃度，粘性，互动等指标负责；1、2年以上互联网从业经验，有平台运营、内容运营经验者优先 2、创新能力强，踏实肯干，乐于奉献，善于沟通和团队协作。 3、思维清晰，逻辑性强，学习能力强 4、有较强的数据分析能力和文案能力
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917284429.htm,闲鱼拍卖-资深平台运营专员(职位编号：GP033987)
242,阿里巴巴集团 ,本科,5-10年,全职,品牌经理,若干 ,杭州,15天前,"1、深度参与天猫母品牌策略制定，通过站内数据、调研、竞品分析等工具梳理业务, 制定策略并形成项目落地框架； 2、根据全年品牌沟通策略，负责母品牌传播落地，包括但不限于集团内多渠道内容分发、商家品牌合作、传播方案策划、线下体验型活动策划执行等； 3、推动品牌项目相关产品机制的优化，并定期进行数据分析（包括商品和人群），完善商业逻辑，发挥平台真正的商业价值；1、5年以上互联网或国际品牌市场或品牌服务经验，具有丰富的大型综合性传播战役独立操盘经验； 2、有较全面的品牌建设经验，包括但不限于广告、事件策划、新媒体策划、数字互动营销、线下活动等； 3、有较强的逻辑性，理解商业，有独立的品牌和业务思路； 4、有整合资源，多部门协同、多供应商管理的能力，有跨品牌合作谈判和项目执行经验者优先； 5、抗压性强，学习能力强，适应能力强； 6、具有极强的责任心、主观能动性、团队合作能力和沟通能力； 7、有较好的品牌sense. 坚信品牌的力量和影响力；
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917286167.htm,天猫母品牌-品牌营销专家(职位编号：GP040034)
243,阿里巴巴集团 ,本科,3-5年,全职,运营总监,若干 ,杭州,15天前,"1、负责海外直营店铺商品的基础运营工作，录入、优化、上传 商品基本信息，并搭建和沉淀商品基础运营SOP； 2、负责日常店铺商品的选品、排期、资源对接、活动提报以及活动效果跟进分析； 3、具备天猫商家店铺运营经验，有商品SEO优化、详情页优化、店铺后台操作等经验，对商品转化率负责； 4、对商品高度敏感，能对直营商品进行卖点挖掘总结和文案优化编写。培养出店铺核心爆款商品。 5、每周、每月、每季度总结店铺商品销售运营情况。分析商品销售、转化、毛利等情况，及时调整商品销售运营计划，确保店铺货品结构健康和销售指标按时按量完成；1、本科及以上学历，工作2年及以上； 2、有淘宝or天猫商家店铺运营经验，熟练掌握店铺运营知识＆操作的同学优先考虑； 3、对海外商品敏感且有热情，有丰富的海淘经验，眼光毒辣； 4、具备较好的数据分析能力，熟练操作excel，能够从数据中发现问题提出解决方案； 5、有较强的沟通以及协调能力，以及高抗压能力，能够enjoy创业团队的各种挑战。 6、具备基础的英语能力读写沟通能力；
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917286657.htm,海外直营-商品运营专家(职位编号：GP041296)
244,阿里巴巴集团 ,本科,5-10年,全职,产品运营,若干 ,杭州,15天前,"1、负责运动、户外行业/商圈的策略和跟进，结合数据分析发现行业问题，给出解决方案并落地执行； 2、商家运营和成长：根据数据和商家沟通进行店铺诊断，针对问题与商家沟通改善，激活商家潜力，提高商家的货品，品牌资源，运营能力； 3、KA商家日常运营监控和沟通：通过巡店发现店铺问题，给出改善建议并跟进检查；负责重点商家年度规划、月度季度业绩会议，周数据分析及改进计划； 4、行业重点项目的推进： 负责类目TOP货品的数据跟踪，从流量，转化，客单的角度分析数据发现问题，从品质，入选，价格，库存，搜索，营销，流量方面给出改善方案并跟进商家执行； 5、日常数据运营及营销活动支持，跨BU进行协调沟通，服务于业务需求； 6、针对知名缺失品牌的反向招商，洽谈合作，跟进入驻流程； 7、其它商家服务的对接：重要信息和通知的传递，喵言喵语的维护，商家需求的收集。1、本科以上学历，5年以上工作经验； 2、熟悉运动、户外品牌公司线上线下渠道及运营业务，有运动用品，服装行业背景的优先； 3、有商务谈判经验，供应商管理经验，有丰富的进销存货品管理经验，熟悉互联网营销；电商平台或公司运营经验优先； 4、有较强的数据处理和分析能力，能熟练使用各种办公软件；良好的沟通能力和团队合作精神，良好的组织协调能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/00012791790286047000.htm,天猫服饰-运动户外商家运营专家-杭州(职位编号：GP039764)
245,阿里巴巴集团 ,本科,3-5年,全职,运营主管/专员,若干 ,杭州,15天前,"1、独立负责对客户体验的研究与分析、策划和实施，提升业务和产品的客户体验；  2、深入业务和用户场景，面对众多繁杂的问题，分析现象，找到原因，挖掘问题，识别出关键点，找到解决方案，判断优先级，拿到结果；3、熟悉产品所处行业的动态，能根据自己的经验和知识发现潜在商业机会，做出商业判断，制定本部门业务方向和工作重点，能够考虑到对相关部门的影响，进而做出提案并达成结果；4、新业务机会的识别与实现：能结合一些商业分析的手段，在较为模糊的情况下主动发现新业务机会，独立提出项目或方案。1. 商业敏感度，有较丰富的商业项目或商业产品体验设计的研究经历；2. 善于沟通，推动力强，研究成果有成功的落地经验；3. 在定性研究、 数据分析、定性研究任意一个专业领域有2个以上经验，有多领域经验优先；4. 总体工作经验在5年及以上。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287645.htm,国际事业部-运营专家（体验）(职位编号：GP043811)
246,阿里巴巴集团 ,本科,5-10年,全职,运营总监,若干 ,杭州,15天前,"1、 负责商家的销售和运营提升：通过商家日常运营监控和沟通、数据分析等，协调营销活动资源，帮助商家实现销售增长目标；运用商家/平台运营经验，通过产品/规则/培训等体系化方式培育商家成长，提升商家的运营能力； 2、 跟进品牌的策略发展，从平台角度分析市场商品供给和消费者行为规律，从品牌结构、销售模式、利润结构、市场规模等方面帮助商家一对一分析，支持商家在整体生意链路上的发展； 3、 对商家分类/分层管理，根据不同分类/分层的商家制定不同的运营策略及计划； 4、 负责制定商圈整体的策略发展和跟进，包括年度规划、招商计划、运营计划等； 5、 整合单品牌营销事件，一方面推动线上线下资源整合，一方面推动商家新的零售模式和市场推广亮点，实现共赢。 6、理解并随着整体行业业务的发展，能横向跨部门完成项目合作，并拿到结果。1、5年以上电商或服饰行业经验，熟悉服装品牌公司内部的运作和流程，能以生意者的角度去经营和看待品牌的发展； 2、熟悉商品运营以及供应链管理；有较强的货品分析能力，对服装流行趋势有一定认知与解读； 3、有数据分析及挖掘能力，善于抓重点；能熟练使用各种办公软件进行经营分析；有数据建模能力更佳； 4、熟悉鞋类行业市场，熟悉品牌运作模式，对线上线下市场行情以及消费者有敏锐的洞察和分析力；具备基本的营销策划能力； 5、具备成熟的商务谈判经验，具备良好的英语沟通能力，出色的沟通能力和团队合作精神； 6、逻辑思维能力强，善于总结经验沉淀方法论；有体系化运作能力以及创新意识； 7、具备较好的项目管理能力和推动力，善于整合资源，有一定的组织协调能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917285893.htm,天猫男女鞋-商家运营专家-杭州(职位编号：GP039370)
247,阿里巴巴集团 ,本科,5-10年,全职,销售运营经理/主管,若干 ,杭州,15天前,"1、负责健康会员用户分层及生命周期管理，通过分析不同用户的健康需求，挖掘消费、导购场景，有效沉淀用户； 2、帮助搭建会员体系的同时，联动集团各部门权益、BD商家权益等，提升健康会员粘性； 3、负责“我的健康”频道运营，及健康在淘内外流量渠道的维护、搭建； 4、对数据策划会员活动、并负责相应宣传，提升用户感知的同时、增加用户回访频次、培养用户对健康感知和健康管理习惯； 5、基于用户行为和数据分析，识别问题，并能够设计各种活跃用户的场景和策略，提高现有用户的粘度； 6、针对新、老用户的需求和反馈的声音，能够充分识别和价值判断基础上，对现有的流程、体验的改造和提升。1、3年以上会员运营/会员营销的相关工作经验； 2、对拉新，促活，留存，用户活动有自己的方法论和工作结果； 3、良好的沟通和合作意识，良好的商业谈判和BD能力，能协同拿结果； 4、对数据敏感、富有好奇心，具备较强的逻辑思维能力； 5、热爱互联网，对健康业务感兴趣；
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917286495.htm,阿里健康-运营专家(职位编号：GP040881)
248,阿里巴巴集团 ,本科,5-10年,全职,网店运营,若干 ,杭州,15天前,"1、整合商家从服务订购、预测分仓到订购等业务场景，形成横向的服务平台。 2、建立商家健康度诊断指标，结合指标建立商家分层运营策略和商家成长计划； 3、深入商家物流服务体系，帮助商家更好的服务消费者，为商家减负。1.经验：有3-5年腰部商家运营经验和商家成长经验。 2.能力：学习能力强，能快速的融入业务场景；客户第一的服务意识强，对于异常问题具备强的敏感性和风险意识；协同和推动能力强，有一定的横向产品意识。 3.技能：项目规划和管理；活动策划和营销；数据分析和总结； 4.优先：物流经验or有商家/平台运营经验。  备注：岗位职级P6-P7
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917286736.htm,菜鸟-商家服务运营专家(职位编号：GP041515)
249,阿里巴巴集团 ,本科,3-5年,全职,其他,若干 ,杭州,15天前,"岗位描述：负责菜鸟快递网络动态路由系统的规划、设计与开发工作，基于海量的物流数据分析并优化现有快递公司物流网络与路由模型等，并做到每一个包裹全路径的实时规划与动态调度。岗位要求：1. 计算机相关专业本科及以上学历 2. 对于你用过的开源框架，能了解到它的原理和机制；对Spring,ibatis,struts等开源框架熟悉 3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题 4. 有一定的算法基础，熟悉linux平台，熟悉shell编程，有扎实的数据库基础 5. 喜欢去看及尝试最新的技术，追求编写优雅的代码，从技术趋势和思路上能影响技术团队 6. 对sql优化有丰富的经验 7. JAVA基础扎实，掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验； 8. 有很强的业务抽象能力，能够在纷繁复杂的业务需求中看到共同点和本质 9. 关注新技术，能够胜任团队的技术辅导、技术方向及选型等角色 10. 良好的沟通技能，团队协同及推动能力,对技术充满激情，良好的学习能力 加分项 1. 对于高并发、高稳定可用性、高性能有过实际项目产品经验者优先 2. 过开源社区代码贡献优先 3. 有机器学习算法、大数据分析处理相关经验优秀

工作地址：

                            浙江-杭州
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/000127917287308.htm,菜鸟-Java技术专家-路由规划与调度系统(职位编号：GP042965)
250,阿里巴巴集团 ,本科,5-10年,全职,网络运营管理,若干 ,杭州,15天前,"1、负责天猫珠宝饰品KA商家运营，搭建商圈，建设商圈，达成业绩指标； 2、结合珠宝饰品行业现状，分析KA商家问题，提出创新性的想法与企业结合，为企业发展找出突破点和增量，形成企业在天猫发展方法论； 3、针对重点单商家通过日常运营监控和沟通、数据分析、货品盘点、商家资源整合、企业级合作等，帮助商家实现销售增长目标，形成竞争优势。1、5年以上电商或服饰行业经验，有珠宝行业从业经验者优先；熟悉品牌公司内部的运作和流程，熟悉渠道管理和零售业务者优先； 2、熟悉商品运营以及供应链管理，有较强的盘货能力，对品牌主推款有打造和运营经验者优先，对流行时尚有认知和解读为佳； 3、逻辑能力强，有数据分析及挖掘能力，通过经营分析能寻找问题及解决方案，可总结沉淀方法论； 4、具备较好的项目管理能力和推动力，善于整合资源，有一定的组织协调能力； 5、具备成熟的商务谈判经验，出色的沟通能力和团队合作精神，英语流利尤佳； 6、性格外向，学习能力强，有创新能力，熟练使用各种办公软件。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917284950.htm,天猫-珠宝饰品商家运营专家-杭州(职位编号：GP036737)
251,阿里巴巴集团 ,本科,5-10年,全职,运营主管/专员,若干 ,杭州,15天前,"1、制定行业/商圈的策略并推进，能够挖掘行业及商家的问题，结合数据分析发现行业问题，给出解决方案并落地执行； 2、能根据行业商圈实际情况和消费者需求快速进行业务创新，多个项目平行管理，搭建清晰的业务架构，寻找内外部合作伙伴和资源，确保按照时间节点拿结果； 3、根据数据进行店铺诊断，与商家沟通并改善结果；从流量，转化，客单的角度分析数据发现问题，从商品，品质，入选，价格，库存，搜索，营销，流量方面给出改善方案并跟进商家执行； 4、发起和组织行业营销，单品牌营销发声活动； 5、结合商务需求优化导购效率，对营销活动中体系化的货品和供应链跟踪； 5、针对知名缺失品牌的反向招商，洽谈合作，邀请入驻，跟进入驻流程； 6、其它商家服务的对接：重要信息的沟通和传递，商家及行业会议的发起和组织；1、5年以上工作经验，本科以上学历，熟悉品牌公司线上线下渠道及运营业务模式，熟悉电商平台运营，有服装行业背景优先； 2、有丰富的商务合作和谈判经验，有丰富的进销存商品和供应链管理经验；有卓越的创新项目管理经验和营销经验优先； 3、有较强的数据处理和分析能力，能熟练使用各种办公软件；良好的沟通能力和团队合作精神，良好的组织协调能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917284918.htm,男装-男装商家运营专家-杭州(职位编号：GP036629)
252,阿里巴巴集团 ,本科,5-10年,全职,财务顾问,若干 ,杭州,15天前,"1、负责天猫超市采销或代销商家结算工作； 2、通过系统对接以及数据分析能够正常处理商家针对结算的疑问； 3、通过对于日常结算工作的处能够疏理出流程化的工作步骤，并且能够不断完善、优化现有工作流程； 4、协助相关部门作好商家的对账工作。1、本科或以上学历，财务、金融或统计相关专业，具四大会计师事务所工作经验、大型集团出纳、结算实际操作经验优先考虑； 2、具有3年以上财务结算相关工作经验 ； 3、熟练使用SQL以及OFFICE办公软件； 4、沟通能力强，逻辑思维缜密 ，对数据敏感； 5、对工作热忱、工作态度乐观、向上、学习以及抗压能力强。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287447.htm,天猫超市-资深商家结算专员-杭州(职位编号：GP043331)
253,阿里巴巴集团 ,本科,5-10年,全职,运营主管/专员,若干 ,杭州,15天前,"1、负责阿里平台商家端基础工具（旺旺、互动服务窗、排队分流等）的日常运营工作 2、负责千牛客服工作台的产品运营和商家运营工作，致力于提升商家客服团队效率工具的需求挖掘，推动产品团队形成产品化解决方案 3、负责客服端智能产品工具的商业化，制定新签、活跃和续费维度的运营活动计划，确保整体工具商业化营收目标达成 4、挖掘垂直行业客户服务端的痛点，协同内部跨团队资源封装saas化客户服务整体解决方案，通过优质合作案例包装完成行业市场的持续拓展1、本科及以上学历，沟通能力和数据分析能力强者优先 2、有5年以上产品运营经验，对于商业化产品的会员运营有深入思考或经验者优先 3、有钻研精神，有好的用户需求洞察力和商业敏感度，能快速尝试执行，通过实际操作和数据拿结果，沉淀可持续传播的运营方法 4、抗压性强，能够使用高强度快节奏的工作内容变化，不轻易放弃
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917283307.htm,云零售-客服平台产品运营专家-客服平台(职位编号：GP024636)
254,阿里巴巴集团 ,本科,3-5年,全职,产品专员/助理,若干 ,杭州,15天前,"阿里创作平台及淘宝内容产品线，是负责淘宝网、天猫内容运营、内容招募、生产、分发、大数据个性化推荐的电商内容社区。 平台将负责短视频、图文、帖子、图集、直播等多媒体内容的运营和内容分发，同时提供内容衍生的在线服务和交易。 产品线面向全淘宝内容创作者、达人、广告公司及媒体，覆盖直播机构、图文机构、短视频机构进行内容招募，对接天猫超过70000个品牌，覆盖各类型内容从制作到投放的内容一站式服务。 作为内容型平台的产品经理，需要完成平台产品需求梳理和规划，作为平台产品设计者，需要能够有复杂平台产品经验和需求抽象能力。 你将参与到全阿里巴巴各类型内容生态的建设，通过产品分析，构建一套完整的内容运营、服务体系，最大化的商家广告、内容投放效果。 你将通过平台，大量接触到淘宝的商品线、交易线、内容线、品牌线、招商、规则、安全等业务系统，站在超过上百万内容创作者的管理视角，提供内容变现的商业化机制。 你将负责淘宝网内容详情、内容搜索、内容互动、评论、推荐、审核、个性化投放及内容数据化运营的产品规划和产品设计。 你将负责内容创作者的成长及权益机制，负责规划内容原创保护、内容知识产权、内容标签、内容质量等一系列有挑战的产品能力设计。 如果思考清楚，请投递简历给我们，我们期待你的加入，通过内容，对接淘宝网、手机淘宝、天猫和淘系行业平台，提升消费者内容浏览、内容消费、内容互动等场景的体验。岗位要求：  1. 产品规划：制定内容线产品规划，负责梳理阿里内容运营平台、内容创作平台的产品规划，完成内容生产、招募、审核、分发、标签化、内容互动组件的产品设计； 2. 数据能力：针对投放平台，分析整体业务数据，通过数据分析产品缺陷和产品体验的问题，通过用户需求调研，不断优化内容质量 3. 团队管理：带领团队，能够给团队成员进行目标制定、分工，组织团队共同拿到结果和目标，通过改进产品，优化内容、商品、流量，达人模型，提升平台效率 4. 用户体验：关注用户体验设计，关注用户内容消费数据，关注用户商业化的变现模式，通过产品设计，提升用户访问停留时长、访问粘性和浏览转化率、渗透率 5. 数据视角：有较强的数据分析能力和算法运用能力，针对数据能够发现产品、平台问题，并独立提出产品解决方案，能够驱动BI团队完成数据产品研发 6. 平台视角：有较强的互联网视野，对互联网产品有大量的研究思考，对内容型产品平台有产品经验的优先 7. 沟通表达：良好的产品意识、用户体验感知，逻辑性强，有良好的沟通表达能力 8. 平台经验：至少三年以上工作经验  其他要求： 1. 了解内容创作整体运作，关心热点事件、有内容商业化的实际操作经验一年以上； 2. 对于商家在内容上的需求和痛点有深度的了解，并对淘宝达人、微博、今日头条等内容商业变现相关平台有深度的了解； 3. 对淘宝的内容化深度了解，熟悉导购产品及行业情况优先； 4. 平台型产品经验及内容相关领域经验优先；
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287346.htm,淘宝-内容生态产品专家(职位编号：GP043040)
255,阿里巴巴集团 ,本科,3-5年,全职,内容运营,若干 ,杭州,15天前,"1、根据业务方向及客户需求的挖掘，完善产品功能，并能向用户推广产品，同时提出需求和改进点 2、挖掘用户诉求点，通过平台运营的方式建立并推进第三方合作玩法的持续深入 3、推进营销活动组织落地，通过逐轮玩法试水、数据分析探索业务，创造更大价值点 4、协调产品、市场、公关等各个环节推进项目落地拿结果1、熟悉平台运营玩法，有敏锐的市场判断力，能够排除干扰信息，制定高效的商业计划 2、有良好适应能力，能够主动求变，并持续坚持和不断调整自己的策略，抗压能力强 3、善于运用市场调研、数据分析等多种市场组合方式，把握客户需求和市场动态 4、跨部门沟通能力强，对关键环节有控制力 5、有卖家运营和第三方运营经验者优先
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287517.htm,云零售-内容市场平台运营(职位编号：GP043526)
256,阿里巴巴集团 ,本科,3-5年,全职,用户体验（UE/UX）设计,若干 ,杭州,15天前,"1.参与产品从概念到原型的设计过程，负责从产品目标到体验目标的输出，及后续交互设计工作。 2.密切关注行业动向，能从不同的维度，推进产品体验的创新研究和设计发展的应用与扩展。 3.与上下游团队沟通顺畅，紧密配合，协助达成最终产品目标。 4.推动并协调产品不同阶段的用户研究及可用性测试，关注产品的用户体验反馈及数据分析。 5.结合各种方法，推动对产品持续进行设计优化，提升用户体验。1. 大型互联网公司工作经验，多年的交互设计经验，熟悉不同移动设备不同移动平台的交互规范及方法。 2.?具备良好的团队合作能力和沟通能力，能够快速推进自己的思想并能与周边达成共识。 3. 设计产品的交互界面结构、用户操作流程等。 4. 关注细节，有紧密的逻辑思维能力，形象化的表达能力。 5. 有激情，具备优秀的沟通与抗压能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287519.htm,新商场-交互设计专家/资深交互设计师-杭州(职位编号：GP043530)
257,阿里巴巴集团 ,本科,3-5年,全职,运营主管/专员,若干 ,杭州,15天前,"1.    负责线上自营店铺的整体运作和策略制定，跟进日常运作；2.    日常店铺营销活动策划，制定创意方案、实施计划；3.    掌握店铺各种产品工具，实现店铺的日常运维、问题诊断、数据分析，完成活动方案的落地执行。1.    本科以上学历，3年以上电商行业活动营销经验；2.    对店铺营销推广和活动策划有深入理解，了解客户需求，良好的市场策划、预判、策略性思考能力，条理清晰；3.    能够独立承担大项目，多项目管理能力，跨团队合作、业务谈判能力和拿结果能力；4.    有较强的执行力和沟通能力，良好的团队合作精神、责任心强；5.    有店铺运营经验，设计能力优先。
                        


查看职位地图",面议,http://jobs.zhaopin.com/000127917287641.htm,阿里文化娱乐集团(筹)-资深店铺运营专员(职位编号：GP043792)
